"PARAMETER_TYPE","PARAMETER_TYPE_SUB","MEASURED_TYPE","PARAMETER_NAME","PARAMETER_NAME_SUB","INCHIKEY_SD","PUBCHEM_CID","CAS_RN","ENTERED_BY","PARAMETER_COMMENT"
,,,"Copper",,,,,"Sam Welch from Vannmiljø",
