"REFERENCE_ID","REFERENCE_TYPE","DATA_SOURCE","AUTHOR","TITLE","YEAR","ACCESS_DATE","PERIODICAL_JOURNAL","VOLUME","ISSUE","PUBLISHER","INSTITUTION","DOI","URL","ISBN_ISSN","EDITION","DOCUMENT_NUMBER","REF_COMMENT"
"VannmiljøCopper2025","Database","Vannmiljø","Miljødirektoratet","Vannmiljø Database - Copper and Copper Pyrithione Data",2025,"2025-12-05",,,,,"Miljødirektoratet",,"https://www.vannmiljo.no/",,,,"Downloaded 2025-12-05, data for 2025-01-01 to 2025-12-05, all kommune, all media, all campaigns. Search for Kobber & Kobberpyrition. 138615 hits."
