"REFERENCE_ID","REFERENCE_TYPE","DATA_SOURCE","AUTHOR","TITLE","YEAR","ACCESS_DATE","PERIODICAL_JOURNAL","VOLUME","ISSUE","PUBLISHER","INSTITUTION","DOI","URL","ISBN_ISSN","EDITION","DOCUMENT_NUMBER","REF_COMMENT"
"1990SkaareLevelsOfPolychlorinated","journal","Primary","Skaare, Janneche Utne; Markussen, Nina Hedlund; Norheim, Gunnar; Haugen, Signe; Holt, Gunnar","Levels of Polychlorinated Biphenyls, Organochlorine Pesticides, Mercury, Cadmium, Copper, Selenium, Arsenic, and Zinc in the Harbour Seal, Phoca vitulina, in Norwegian Waters",1990,"2025-10-31","Environmental Pollution",66,NA,"Elsevier Science Publishers Ltd",NA,NA,NA,NA,NA,NA,NA
