SITE_CODE,PARAMETER_NAME,SAMPLING_DATE,ENVIRON_COMPARTMENT_SUB,SUBSAMPLE,MEASURED_FLAG,MEASURED_VALUE,UNCERTAINTY_TYPE,UNCERTAINTY_UPPER,UNCERTAINTY_LOWER,MEASURED_UNIT,MEASURED_N,LOQ_VALUE,LOQ_UNIT,LOD_VALUE,LOD_UNIT,SAMPLING_PROTOCOL,EXTRACTION_PROTOCOL,FRACTIONATION_PROTOCOL,ANALYTICAL_PROTOCOL,REFERENCE_ID,SAMPLE_ID,ENVIRON_COMPARTMENT,PARAMETER_TYPE,MEASURED_TYPE,MEASUREMENT_COMMENT
SorfjordHM2003_S1,Copper,01/03/2003,Aquatic Sediment,1,,43.83,Standard Deviation,36.4,51.26,μg/g (dry),,,,,,Core sampling,Acid digestion,Acid-extractable fraction,Atomic absorption spectroscopy,UnknownReference,SorfjordHM2003_S1-Copper-AquaticSedim-2003-03-01-R 1,Aquatic,Stressor,Concentration,
SorfjordHM2003_S2,Copper,01/03/2003,Aquatic Sediment,1,,20.98,Standard Deviation,19.87,22.09,μg/g (dry),,,,,,Core sampling,Acid digestion,Acid-extractable fraction,Atomic absorption spectroscopy,UnknownReference,SorfjordHM2003_S2-Copper-AquaticSedim-2003-03-01-R 1,Aquatic,Stressor,Concentration,
SorfjordHM2003_S3,Copper,01/03/2003,Aquatic Sediment,1,,3.9,Standard Deviation,3.77,4.03,μg/g (dry),,,,,,Core sampling,Acid digestion,Acid-extractable fraction,Atomic absorption spectroscopy,UnknownReference,SorfjordHM2003_S3-Copper-AquaticSedim-2003-03-01-R 1,Aquatic,Stressor,Concentration,
SorfjordHM2003_S4,Copper,01/03/2003,Aquatic Sediment,1,,1.32,Standard Deviation,0.83,1.81,μg/g (dry),,,,,,Core sampling,Acid digestion,Acid-extractable fraction,Atomic absorption spectroscopy,UnknownReference,SorfjordHM2003_S4-Copper-AquaticSedim-2003-03-01-R 1,Aquatic,Stressor,Concentration,
