SITE_CODE,PARAMETER_NAME,SAMPLING_DATE,ENVIRON_COMPARTMENT_SUB,SUBSAMPLE,MEASURED_FLAG,MEASURED_VALUE,UNCERTAINTY_TYPE,UNCERTAINTY_UPPER,UNCERTAINTY_LOWER,MEASURED_UNIT,MEASURED_N,LOQ_VALUE,LOQ_UNIT,LOD_VALUE,LOD_UNIT,SAMPLING_PROTOCOL,EXTRACTION_PROTOCOL,FRACTIONATION_PROTOCOL,ANALYTICAL_PROTOCOL,REFERENCE_ID,SAMPLE_ID,ENVIRON_COMPARTMENT,PARAMETER_TYPE,MEASURED_TYPE,MEASUREMENT_COMMENT,CAMPAIGN_NAME_SHORT
RuglaNaustebeRoros97_Rugla,Copper,01/06/1997,"Biota, Aquatic",gills,,4.88,First-Third Quartile Range,3.57,5.7,µg/g (wet),6,,,,,S01_Electrofishing_RuglaNaust,E01_AcidDigest_RuglaNaust,F01_DissolvedFrac_RuglaNaust,A01_AAS_RuglaNaust,2001OlsvikMetalAccumulationAnd,RuglaNaustebeRoros97_Rugla-Copper-BiotaAquatic-1997-06-01-Rgills,Biota,Stressor,Concentration,,RuglaNaustebeRoros97
RuglaNaustebeRoros97_Rugla,Copper,01/06/1997,"Biota, Aquatic",liver,,242.93,First-Third Quartile Range,236.41,336.85,µg/g (wet),6,,,,,S01_Electrofishing_RuglaNaust,E01_AcidDigest_RuglaNaust,F01_DissolvedFrac_RuglaNaust,A01_AAS_RuglaNaust,2001OlsvikMetalAccumulationAnd,RuglaNaustebeRoros97_Rugla-Copper-BiotaAquatic-1997-06-01-Rliver,Biota,Stressor,Concentration,,RuglaNaustebeRoros97
RuglaNaustebeRoros97_Rugla,Copper,01/06/1997,"Biota, Aquatic",kidneys,,3.85,First-Third Quartile Range,3.51,4.9,µg/g (wet),6,,,,,S01_Electrofishing_RuglaNaust,E01_AcidDigest_RuglaNaust,F01_DissolvedFrac_RuglaNaust,A01_AAS_RuglaNaust,2001OlsvikMetalAccumulationAnd,RuglaNaustebeRoros97_Rugla-Copper-BiotaAquatic-1997-06-01-Rkidneys,Biota,Stressor,Concentration,,RuglaNaustebeRoros97
RuglaNaustebeRoros97_Naustebekken,Copper,01/06/1997,"Biota, Aquatic",gills,,1.92,First-Third Quartile Range,1.48,2.01,µg/g (wet),5,,,,,S01_Electrofishing_RuglaNaust,E01_AcidDigest_RuglaNaust,F01_DissolvedFrac_RuglaNaust,A01_AAS_RuglaNaust,2001OlsvikMetalAccumulationAnd,RuglaNaustebeRoros97_Naustebekken-Copper-BiotaAquatic-1997-06-01-Rgills,Biota,Stressor,Concentration,,RuglaNaustebeRoros97
RuglaNaustebeRoros97_Naustebekken,Copper,01/06/1997,"Biota, Aquatic",liver,,103.42,First-Third Quartile Range,87.72,122.98,µg/g (wet),5,,,,,S01_Electrofishing_RuglaNaust,E01_AcidDigest_RuglaNaust,F01_DissolvedFrac_RuglaNaust,A01_AAS_RuglaNaust,2001OlsvikMetalAccumulationAnd,RuglaNaustebeRoros97_Naustebekken-Copper-BiotaAquatic-1997-06-01-Rliver,Biota,Stressor,Concentration,,RuglaNaustebeRoros97
RuglaNaustebeRoros97_Naustebekken,Copper,01/06/1997,"Biota, Aquatic",kidneys,,1.97,First-Third Quartile Range,1.67,2.38,µg/g (wet),5,,,,,S01_Electrofishing_RuglaNaust,E01_AcidDigest_RuglaNaust,F01_DissolvedFrac_RuglaNaust,A01_AAS_RuglaNaust,2001OlsvikMetalAccumulationAnd,RuglaNaustebeRoros97_Naustebekken-Copper-BiotaAquatic-1997-06-01-Rkidneys,Biota,Stressor,Concentration,,RuglaNaustebeRoros97
RuglaNaustebeRoros97_Rugla,Copper,01/06/1997,Freshwater,1,,21.3,Standard Deviation,29.3,13.3,µg/L,17,,,,,S02_PointSampling_RuglaNaust,E01_AcidDigest_RuglaNaust,F01_DissolvedFrac_RuglaNaust,A01_AAS_RuglaNaust,2001OlsvikMetalAccumulationAnd,RuglaNaustebeRoros97_Rugla-Copper-Freshwater-1997-06-01-R 1,Aquatic,Stressor,Concentration,"""Water samples were collected at regular intervals during the ice-free season May November of 1997.""",RuglaNaustebeRoros97
RuglaNaustebeRoros97_Naustebekken,Copper,01/06/1997,Freshwater,1,,3.2,Standard Deviation,5.3,1.1,µg/L,14,,,,,S02_PointSampling_RuglaNaust,E01_AcidDigest_RuglaNaust,F01_DissolvedFrac_RuglaNaust,A01_AAS_RuglaNaust,2001OlsvikMetalAccumulationAnd,RuglaNaustebeRoros97_Naustebekken-Copper-Freshwater-1997-06-01-R 1,Aquatic,Stressor,Concentration,"""Water samples were collected at regular intervals during the ice-free season May November of 1997.""",RuglaNaustebeRoros97
