"PARAMETER_TYPE","PARAMETER_TYPE_SUB","MEASURED_TYPE","PARAMETER_NAME","PARAMETER_NAME_SUB","INCHIKEY_SD","PUBCHEM_CID","CAS_RN","ENTERED_BY","PARAMETER_COMMENT"
"Stressor","Not reported","Concentration","Copper","","","","7440-50-8","Sam Welch","Cu measured in water, soil, sediment and biota. Present in highly mobile and bioavailable forms in pond water. High leachability from alum shale with moderate to severe enrichment in pond sediments and mixing zone soils."
