REFERENCE_ID,REFERENCE_TYPE,DATA_SOURCE,AUTHOR,TITLE,YEAR,ACCESS_DATE,PERIODICAL_JOURNAL,VOLUME,ISSUE,PUBLISHER,INSTITUTION,DOI,URL,ISBN_ISSN,EDITION,DOCUMENT_NUMBER,REF_COMMENT
2020FarkasMonitoringAndModelling,journal,Primary,"Farkas, Julia; Polesel, Fabio; Kjos, Marianne; Carvalho, Patricia Almeida; Ciesielski, Tomasz; Flores-Alsina, Xavier; Hansen, Steffen Foss; Booth, Andy M.","Monitoring and modelling of influent patterns, phase distribution and removal of 20 elements in two primary wastewater treatment plants in Norway",2020,2025-11-04,Science of the Total Environment,725,,Elsevier B.V.,,10.1016/j.scitotenv.2020.138420,,,,,N/A.
