"REFERENCE_ID","REFERENCE_TYPE","DATA_SOURCE","AUTHOR","TITLE","YEAR","ACCESS_DATE","PERIODICAL_JOURNAL","VOLUME","ISSUE","PUBLISHER","INSTITUTION","DOI","URL","ISBN_ISSN","EDITION","DOCUMENT_NUMBER","REF_COMMENT"
"2002HellandTransportAndSedimentation","journal","Primary","Helland, Aud; Bakke, Torgeir","Transport and sedimentation of Cu in a microtidal estuary, SE Norway",2002,"2025-11-04","Marine Pollution Bulletin",44,,"Elsevier Science Ltd.",,,,,,,
