"SITE_CODE","SITE_NAME","SITE_GEOGRAPHIC_FEATURE","SITE_GEOGRAPHIC_FEATURE_SUB","SITE_COORDINATE_SYSTEM","LATITUDE","LONGITUDE","COUNTRY","AREA","ALTITUDE_VALUE","ALTITUDE_UNIT","ENTERED_BY","ENTERED_DATE","SITE_COMMENT"
"GreenlandSeals1985_GS1985","Greenland Sea","Ocean, sea, territorial waters","Water surface","WGS 84",77,-3,"Not reported","Greenland Sea",0,"m","Sam Welch","2025-10-31","Research scientists from the Marine Research Institute, Bergen captured seals in the Greenland Sea in the winter season of 1985. Exact coordinates not provided in document."
