"REFERENCE_ID","REFERENCE_TYPE","DATA_SOURCE","AUTHOR","TITLE","YEAR","ACCESS_DATE","PERIODICAL_JOURNAL","VOLUME","ISSUE","PUBLISHER","INSTITUTION","DOI","URL","ISBN_ISSN","EDITION","DOCUMENT_NUMBER","REF_COMMENT"
"2025PelkonenEnvironmentalImpactOf","journal","Primary","Pelkonen, Mila K.; Reinoso-Maset, Estela; Law, Gareth T. W.; Lind, Ole Christian; Skipperud, Lindis","Environmental impact of an acid-forming alum shale waste rock legacy site in Norway",2025,"2025-11-04","Environmental Science: Processes & Impacts",27,,"The Royal Society of Chemistry",,"10.1039/d4em00298a",,,,,
