"REFERENCE_ID","REFERENCE_TYPE","DATA_SOURCE","AUTHOR","TITLE","YEAR","ACCESS_DATE","PERIODICAL_JOURNAL","VOLUME","ISSUE","PUBLISHER","INSTITUTION","DOI","URL","ISBN_ISSN","EDITION","DOCUMENT_NUMBER","REF_COMMENT"
"1997RitterhoffTraceMetalsIn","journal","Primary","Ritterhoff, Jürgen; Zauke, Gerd-Peter","Trace metals in field samples of zooplankton from the Fram Strait and the Greenland Sea",1997,2025-10-30,"The Science of the Total Environment",199,NA,"Elsevier Science B.V.",NA,NA,NA,NA,NA,NA,NA
