"SITE_CODE","SITE_NAME","SITE_GEOGRAPHIC_FEATURE","SITE_GEOGRAPHIC_FEATURE_SUB","SITE_COORDINATE_SYSTEM","LATITUDE","LONGITUDE","COUNTRY_ISO","OCEAN_IHO","ALTITUDE_VALUE","ALTITUDE_UNIT","ENTERED_BY","ENTERED_DATE","SITE_COMMENT"
"Trondheim2016_LARA","Ladehammeren","WWTP","Other","WGS 84",63.44,10.42,"Norway","Norway",0,"m","Sam Welch","2025-11-04","Primary wastewater treatment plant serving Trondheim, capacity 120,000 PE, receives substantial industrial loading contributions (up to 40%)"
"Trondheim2016_HØRA","Høvringen","WWTP","Other","WGS 84",63.44,10.33,"Norway","Norway",0,"m","Sam Welch","2025-11-04","Primary wastewater treatment plant serving Trondheim, capacity 170,000 PE, receives household and hospital discharges"
