"REFERENCE_ID","REFERENCE_TYPE","DATA_SOURCE","AUTHOR","TITLE","YEAR","ACCESS_DATE","PERIODICAL_JOURNAL","VOLUME","ISSUE","PUBLISHER","INSTITUTION","DOI","URL","ISBN_ISSN","EDITION","DOCUMENT_NUMBER","REF_COMMENT"
"2001OlsvikMetalAccumulationAnd","journal","Primary","Olsvik, Pal A.; Gundersen, Pal; Andersen, Rolf A.; Zachariassen, Karl E.","Metal accumulation and metallothionein in brown trout, Salmo trutta, from two Norwegian rivers differently contaminated with Cd, Cu and Zn",2001,"2025-11-02","Comparative Biochemistry and Physiology Part C",128,,"Elsevier Science Inc.",,,,,,,
