group_id,ENVIRON_COMPARTMENT,ENVIRON_COMPARTMENT_SUB,SPECIES_GROUP,SAMPLE_SPECIES,SAMPLE_TISSUE,SITE_GEOGRAPHIC_FEATURE,SITE_GEOGRAPHIC_FEATURE_SUB,MEASURED_UNIT_STANDARD,species_common_name,rank,n,n_sources,dip_p,cum_pct,tier,flag_multimodal,flag_outliers,notebook,decision,lump_into,notes
G099-Bc-Cnr-C-mae-Tst-Mw,Biota,"Biota, Aquatic",Crustaceans,Carcinus maenas,Total soft tissues,"Coastal, fjord",Not reported,mg/kg (wet),Green crab,105,16,1,0.02299478482877526,0.9928,tail,TRUE,FALSE,Crustaceans and Invertebrates,,,
G100-Bl-Cnr-P-vul-Wbd-Mw,Biota,"Biota, Aquatic",Molluscs,Patella vulgata,Whole body,"Coastal, fjord",Not reported,mg/kg (wet),Common limpet,106,16,1,0.8532491957536088,0.9929,tail,FALSE,FALSE,Molluscs,,,
G101-Eso-Dws-Md,Terrestrial,Soil O Horizon (Organic),,,,"Drainage, sewer, artificial water",Water surface,mg/kg (dry),,107,16,1,,0.9931,tail,FALSE,FALSE,Terrestrial Soil,,,
G102-Bc-Cnr-P-bor-Tst-Mw,Biota,"Biota, Aquatic",Crustaceans,Pandalus borealis,Total soft tissues,"Coastal, fjord",Not reported,mg/kg (wet),Northern shrimp,108,15,1,0.00627264878499034,0.9932,tail,TRUE,FALSE,Crustaceans and Invertebrates,,,
G103-Bf-Rnr-B-bjo-Liv-Mw,Biota,"Biota, Aquatic",Fish,Blicca bjoerkna,Liver,"River, stream, canal",Not reported,mg/kg (wet),White bream,109,15,1,0.3650219563297761,0.9934,tail,FALSE,FALSE,Fish,,,
G104-Bf-Cnr-M-aeg-Liv-Md,Biota,"Biota, Aquatic",Fish,Melanogrammus aeglefinus,Liver,"Coastal, fjord",Not reported,mg/kg (dry),Haddock,110,15,1,0.8515712053055942,0.9936,tail,FALSE,FALSE,Fish,,,
G105-Bf-Rnr-S-tru-Mus-Mw,Biota,"Biota, Aquatic",Fish,Salmo trutta,Muscle,"River, stream, canal",Not reported,mg/kg (wet),River trout,111,15,1,0.4158591729393773,0.9937,tail,FALSE,TRUE,Fish,,,
G106-Bf-Rnr-A-bra-Gil-Md,Biota,"Biota, Aquatic",Fish,Abramis brama,Gill,"River, stream, canal",Not reported,mg/kg (dry),Common bream,112,13,1,0.8130295490054865,0.9939,tail,FALSE,FALSE,Fish,,,
G107-Bf-Rnr-A-bra-Liv-Mw,Biota,"Biota, Aquatic",Fish,Abramis brama,Liver,"River, stream, canal",Not reported,mg/kg (wet),Common bream,113,13,1,0.6157223100661751,0.994,tail,FALSE,FALSE,Fish,,,
G108-Bm-Mot-O-rmr-Skn-Mw,Biota,"Biota, Aquatic",Mammals,Odobenus rosmarus rosmarus,Skin,Bare land and lichen/moss,Other,mg/kg (wet),Atlantic walrus,114,13,1,,0.9941,tail,FALSE,FALSE,Birds and Mammals,,,
G109-Bc-Cnr-P-bor-Mus-Mw,Biota,"Biota, Aquatic",Crustaceans,Pandalus borealis,Muscle,"Coastal, fjord",Not reported,mg/kg (wet),Northern shrimp,115,12,1,0.195781528529526,0.9942,tail,FALSE,FALSE,Crustaceans and Invertebrates,,,
G110-Bc-Owc-T-ine-Wbd-Md,Biota,"Biota, Aquatic",Crustaceans,Thysanoessa inermis,Whole body,"Ocean, sea, territorial waters","Water column, pelagic zone",mg/kg (dry),,116,12,1,,0.9944,tail,FALSE,FALSE,Crustaceans and Invertebrates,,,
G111-Bf-Lnr-G-cer-Liv-Mw,Biota,"Biota, Aquatic",Fish,Gymnocephalus cernuus,Liver,"Lake, pond, pool, reservoir",Not reported,mg/kg (wet),Ruffe,117,12,1,0.6877420201762987,0.9945,tail,FALSE,FALSE,Fish,,,
G112-Bf-Rnr-S-luc-Gil-Md,Biota,"Biota, Aquatic",Fish,Sander lucioperca,Gill,"River, stream, canal",Not reported,mg/kg (dry),Pikeperch,118,12,1,0.8783645326927155,0.9946,tail,FALSE,FALSE,Fish,,,
G113-Bf-Cnr-S-mel-Wbd-Mw,Biota,"Biota, Aquatic",Fish,Symphodus melops,Whole body,"Coastal, fjord",Not reported,mg/kg (wet),Corkwing wrasse,119,12,1,0,0.9948,tail,TRUE,FALSE,Fish,,,
G114-Wsl-Pot-Mw,Aquatic,Sludge,,,,WWTP,Other,mg/kg (wet),,120,11,1,,0.9949,tail,FALSE,FALSE,Other Waters,,,
G115-Bc-Owc-E-bar-Wbd-Md,Biota,"Biota, Aquatic",Crustaceans,Euchaeta barbata,Whole body,"Ocean, sea, territorial waters","Water column, pelagic zone",mg/kg (dry),,121,11,1,,0.995,tail,FALSE,FALSE,Crustaceans and Invertebrates,,,
G116-Bf-Lnr-S-tru-Gil-Md,Biota,"Biota, Aquatic",Fish,Salmo trutta,Gill,"Lake, pond, pool, reservoir",Not reported,mg/kg (dry),River trout,122,11,1,0.5875352216278864,0.9951,tail,FALSE,FALSE,Fish,,,
G117-Bf-Rot-S-tru-Gil-Mw,Biota,"Biota, Aquatic",Fish,Salmo trutta,Gill,"River, stream, canal",Other,mg/kg (wet),River trout,123,11,1,,0.9952,tail,FALSE,FALSE,Fish,,,
G118-Bf-Rot-S-tru-Kid-Mw,Biota,"Biota, Aquatic",Fish,Salmo trutta,Kidney,"River, stream, canal",Other,mg/kg (wet),River trout,124,11,1,,0.9953,tail,FALSE,FALSE,Fish,,,
G119-Bf-Rot-S-tru-Liv-Mw,Biota,"Biota, Aquatic",Fish,Salmo trutta,Liver,"River, stream, canal",Other,mg/kg (wet),River trout,125,11,1,,0.9954,tail,FALSE,FALSE,Fish,,,
G120-Bf-Rnr-S-luc-Liv-Mw,Biota,"Biota, Aquatic",Fish,Sander lucioperca,Liver,"River, stream, canal",Not reported,mg/kg (wet),Pikeperch,126,11,1,0.9324117130815068,0.9956,tail,FALSE,FALSE,Fish,,,
G121-Www-Pot-C,Aquatic,Wastewater,,,,WWTP,Other,mg/L,,127,10,1,,0.9957,tail,FALSE,FALSE,Other Waters,,,
G122-Bm-Mot-O-rmd-Hea-Mw,Biota,"Biota, Aquatic",Mammals,Odobenus rosmarus divergens,Heart,Bare land and lichen/moss,Other,mg/kg (wet),Pacific walrus,128,10,1,,0.9958,tail,FALSE,FALSE,Birds and Mammals,,,
G123-Br-Cwb-A-mar-Tst-Md,Biota,"Biota, Aquatic",Worms,Arenicola marina,Total soft tissues,"Coastal, fjord",Water benthos,mg/kg (dry),Lugworm,129,10,1,,0.9959,tail,FALSE,FALSE,Crustaceans and Invertebrates,,,
G124-Ba-Cnv-F-ves-Sti-Md,Biota,"Biota, Aquatic",Algae,Fucus vesiculosus,Shoot tips,"Coastal, fjord",Not relevant,mg/kg (dry),Bladder wrack,130,9,1,,0.996,tail,FALSE,FALSE,Algae and Plants,,,
G125-Bf-Lnr-S-alp-Gil-Md,Biota,"Biota, Aquatic",Fish,Salvelinus alpinus,Gill,"Lake, pond, pool, reservoir",Not reported,mg/kg (dry),Arctic char,131,9,1,,0.9961,tail,FALSE,FALSE,Fish,,,
G126-Bl-Cnr-Litt-Tst-Mw,Biota,"Biota, Aquatic",Molluscs,Littorina,Total soft tissues,"Coastal, fjord",Not reported,mg/kg (wet),,132,9,1,,0.9961,tail,FALSE,FALSE,Molluscs,,,
G127,Biota,"Biota, Aquatic",,,,"Ocean, sea, territorial waters",Other,mg/kg (dry),,133,9,1,,0.9962,tail,FALSE,FALSE,Unclassified Biota,,,
G128-Wsd-Oot-Md,Aquatic,Aquatic Sediment,,,,"Ocean, sea, territorial waters",Other,mg/kg (dry),,134,8,1,,0.9963,tail,FALSE,FALSE,Aquatic Sediment,,,
G129-Bc-Owc-C-gla-Wbd-Md,Biota,"Biota, Aquatic",Crustaceans,Calanus glacialis,Whole body,"Ocean, sea, territorial waters","Water column, pelagic zone",mg/kg (dry),,135,8,1,,0.9964,tail,FALSE,FALSE,Crustaceans and Invertebrates,,,
G131,Biota,"Biota, Aquatic",Fish,Salmo salar,Whole body,,,mg/kg (wet),Atlantic salmon,137,8,1,,0.9966,tail,FALSE,FALSE,Fish,,,
G132-Bl-Rnr-M-edu-Tst-Mw,Biota,"Biota, Aquatic",Molluscs,Mytilus edulis,Total soft tissues,"River, stream, canal",Not reported,mg/kg (wet),Blue mussel,138,8,1,,0.9967,tail,FALSE,FALSE,Molluscs,,,
G133-Wsd-Gwb-Md,Aquatic,Aquatic Sediment,,,,"Groundwater, aquifer",Water benthos,mg/kg (dry),,139,7,1,,0.9967,tail,FALSE,FALSE,Aquatic Sediment,,,
G134-Wsd-Oot-Mw,Aquatic,Aquatic Sediment,,,,"Ocean, sea, territorial waters",Other,mg/kg (wet),,140,7,1,,0.9968,tail,FALSE,FALSE,Aquatic Sediment,,,
G135-Wsd-Rwc-C,Aquatic,Aquatic Sediment,,,,"River, stream, canal","Water column, pelagic zone",mg/L,,141,7,1,,0.9969,tail,FALSE,FALSE,Aquatic Sediment,,,
G136-Wpw-Oot-Mw,Aquatic,Porewater,,,,"Ocean, sea, territorial waters",Other,mg/kg (wet),,142,7,1,,0.997,tail,FALSE,FALSE,Other Waters,,,
G137-Bf-Cnr-M-mer-Liv-Md,Biota,"Biota, Aquatic",Fish,Merlangius merlangus,Liver,"Coastal, fjord",Not reported,mg/kg (dry),Whiting,143,7,1,,0.997,tail,FALSE,FALSE,Fish,,,
G138-Bi-Owb-He-gla-Dsk-Md,Biota,"Biota, Aquatic",Invertebrates,Heliometra glacialis,Disc skeleton,"Ocean, sea, territorial waters",Water benthos,mg/kg (dry),,144,7,1,,0.9971,tail,FALSE,FALSE,Crustaceans and Invertebrates,,,
G139-Bf-Cnr-B-bro-Mus-Mw,Biota,"Biota, Aquatic",Fish,Brosme brosme,Muscle,"Coastal, fjord",Not reported,mg/kg (wet),Cusk,145,6,1,,0.9972,tail,FALSE,FALSE,Fish,,,
G140-Bf-Cnr-P-pla-Liv-Mw,Biota,"Biota, Aquatic",Fish,Pleuronectes platessa,Liver,"Coastal, fjord",Not reported,mg/kg (wet),European plaice,146,6,1,,0.9972,tail,FALSE,FALSE,Fish,,,
G141-Bf-Cnr-P-pla-Mus-Mw,Biota,"Biota, Aquatic",Fish,Pleuronectes platessa,Muscle,"Coastal, fjord",Not reported,mg/kg (wet),European plaice,147,6,1,,0.9973,tail,FALSE,FALSE,Fish,,,
G142-Bf-Rnr-R-rut-Gil-Md,Biota,"Biota, Aquatic",Fish,Rutilus rutilus,Gill,"River, stream, canal",Not reported,mg/kg (dry),Roach minnow,148,6,1,,0.9973,tail,FALSE,FALSE,Fish,,,
G143-Bf-Rnr-R-rut-Liv-Mw,Biota,"Biota, Aquatic",Fish,Rutilus rutilus,Liver,"River, stream, canal",Not reported,mg/kg (wet),Roach minnow,149,6,1,,0.9974,tail,FALSE,FALSE,Fish,,,
G144-Bi-Owb-C-cri-Dsk-Md,Biota,"Biota, Aquatic",Invertebrates,Ctenodiscus crispatus,Disc skeleton,"Ocean, sea, territorial waters",Water benthos,mg/kg (dry),Common mud star,150,6,1,,0.9975,tail,FALSE,FALSE,Crustaceans and Invertebrates,,,
G145-Bl-Owb-A-bor-Tst-Md,Biota,"Biota, Aquatic",Molluscs,Astarte borealis,Total soft tissues,"Ocean, sea, territorial waters",Water benthos,mg/kg (dry),Boreal astarte,151,6,1,,0.9975,tail,FALSE,FALSE,Molluscs,,,
G146-Bl-Onr-M-edu-Tst-Mw,Biota,"Biota, Aquatic",Molluscs,Mytilus edulis,Total soft tissues,"Ocean, sea, territorial waters",Not reported,mg/kg (wet),Blue mussel,152,6,1,,0.9976,tail,FALSE,FALSE,Molluscs,,,
G147-Ba-Cnr-A-nod-Pla-Mw,Biota,"Biota, Aquatic",Algae,Ascophyllum nodosum,Plant tissue,"Coastal, fjord",Not reported,mg/kg (wet),Egg wrack,153,5,1,,0.9977,tail,FALSE,FALSE,Algae and Plants,,,
G148-Bc-Cnr-C-pag-Wbd-Mw,Biota,"Biota, Aquatic",Crustaceans,Cancer pagurus,Whole body,"Coastal, fjord",Not reported,mg/kg (wet),Edible crab,154,5,1,,0.9977,tail,FALSE,FALSE,Crustaceans and Invertebrates,,,
G149-Bi-Owb-U-lin-Dsk-Md,Biota,"Biota, Aquatic",Invertebrates,Urasterias lincki,Disc skeleton,"Ocean, sea, territorial waters",Water benthos,mg/kg (dry),,155,5,1,,0.9978,tail,FALSE,FALSE,Crustaceans and Invertebrates,,,
G150-Bm-Owc-Cy-cri-Kid-Mw,Biota,"Biota, Aquatic",Mammals,Cystophora cristata,Kidney,"Ocean, sea, territorial waters","Water column, pelagic zone",mg/kg (wet),Hooded seal,156,5,1,,0.9978,tail,FALSE,FALSE,Birds and Mammals,,,
G151-Bm-Owc-Cy-cri-Liv-Mw,Biota,"Biota, Aquatic",Mammals,Cystophora cristata,Liver,"Ocean, sea, territorial waters","Water column, pelagic zone",mg/kg (wet),Hooded seal,157,5,1,,0.9979,tail,FALSE,FALSE,Birds and Mammals,,,
G152-Bm-Owc-P-gro-Kid-Mw,Biota,"Biota, Aquatic",Mammals,Pagophilus groenlandicus,Kidney,"Ocean, sea, territorial waters","Water column, pelagic zone",mg/kg (wet),Harp seal,158,5,1,,0.9979,tail,FALSE,FALSE,Birds and Mammals,,,
G153-Bm-Owc-P-gro-Liv-Mw,Biota,"Biota, Aquatic",Mammals,Pagophilus groenlandicus,Liver,"Ocean, sea, territorial waters","Water column, pelagic zone",mg/kg (wet),Harp seal,159,5,1,,0.998,tail,FALSE,FALSE,Birds and Mammals,,,
G154-Br-Cnr-A-mar-Wbd-Mw,Biota,"Biota, Aquatic",Worms,Arenicola marina,Whole body,"Coastal, fjord",Not reported,mg/kg (wet),Lugworm,160,5,1,,0.998,tail,FALSE,FALSE,Crustaceans and Invertebrates,,,
G155-Wsd-Cot-Mw,Aquatic,Aquatic Sediment,,,,"Coastal, fjord",Other,mg/kg (wet),,161,4,1,,0.9981,tail,FALSE,FALSE,Aquatic Sediment,,,
G156-Wbw-Owb-Md,Aquatic,Brackish/Transitional Water,,,,"Ocean, sea, territorial waters",Water benthos,mg/kg (dry),,162,4,1,,0.9981,tail,FALSE,FALSE,Marine and Brackish Water,,,
G157-Wpw-Cot-Mw,Aquatic,Porewater,,,,"Coastal, fjord",Other,mg/kg (wet),,163,4,1,,0.9981,tail,FALSE,FALSE,Other Waters,,,
G158-Bc-Cnr-C-pag-Liv-Mw,Biota,"Biota, Aquatic",Crustaceans,Cancer pagurus,Liver,"Coastal, fjord",Not reported,mg/kg (wet),Edible crab,164,4,1,,0.9982,tail,FALSE,FALSE,Crustaceans and Invertebrates,,,
G159-Bf-Cnr-B-bro-Liv-Mw,Biota,"Biota, Aquatic",Fish,Brosme brosme,Liver,"Coastal, fjord",Not reported,mg/kg (wet),Cusk,165,4,1,,0.9982,tail,FALSE,FALSE,Fish,,,
G160-Bf-Cnr-L-ber-Wbd-Mw,Biota,"Biota, Aquatic",Fish,Labrus bergylta,Whole body,"Coastal, fjord",Not reported,mg/kg (wet),Ballan wrasse,166,4,1,,0.9983,tail,FALSE,FALSE,Fish,,,
G161-Bf-Rnr-L-cep-Mus-Mw,Biota,"Biota, Aquatic",Fish,Leuciscus cephalus,Muscle,"River, stream, canal",Not reported,mg/kg (wet),European chub,167,4,1,,0.9983,tail,FALSE,FALSE,Fish,,,
G162-Bf-Cnr-M-aeg-Mus-Mw,Biota,"Biota, Aquatic",Fish,Melanogrammus aeglefinus,Muscle,"Coastal, fjord",Not reported,mg/kg (wet),Haddock,168,4,1,,0.9984,tail,FALSE,FALSE,Fish,,,
G163-Bf-Rnr-P-flu-Gil-Md,Biota,"Biota, Aquatic",Fish,Perca fluviatilis,Gill,"River, stream, canal",Not reported,mg/kg (dry),European perch,169,4,1,,0.9984,tail,FALSE,FALSE,Fish,,,
G164-Bf-Rnr-P-flu-Liv-Mw,Biota,"Biota, Aquatic",Fish,Perca fluviatilis,Liver,"River, stream, canal",Not reported,mg/kg (wet),European perch,170,4,1,,0.9984,tail,FALSE,FALSE,Fish,,,
G165-Bi-Owb-G-arc-Dsk-Md,Biota,"Biota, Aquatic",Invertebrates,Gorgonocephalus arcticus,Disc skeleton,"Ocean, sea, territorial waters",Water benthos,mg/kg (dry),Northern basket star,171,4,1,,0.9985,tail,FALSE,FALSE,Crustaceans and Invertebrates,,,
G166-Bi-Owb-P-ten-Dsk-Md,Biota,"Biota, Aquatic",Invertebrates,Pontaster tenuispinus,Disc skeleton,"Ocean, sea, territorial waters",Water benthos,mg/kg (dry),,172,4,1,,0.9985,tail,FALSE,FALSE,Crustaceans and Invertebrates,,,
G167-Bb-Cnr-L-arg-Egg-Mw,Biota,"Biota, Terrestrial",Birds,Larus argentatus,Egg,"Coastal, fjord",Not reported,mg/kg (wet),Herring gull,173,4,1,,0.9986,tail,FALSE,FALSE,Birds and Mammals,,,
G168-Wsd-Cnv-Md,Aquatic,Aquatic Sediment,,,,"Coastal, fjord",Not relevant,mg/kg (dry),,174,3,1,,0.9986,tail,FALSE,FALSE,Aquatic Sediment,,,
G169-Wsd-Lwc-Md,Aquatic,Aquatic Sediment,,,,"Lake, pond, pool, reservoir","Water column, pelagic zone",mg/kg (dry),,175,3,1,,0.9986,tail,FALSE,FALSE,Aquatic Sediment,,,
G170-Wfw-Dws-C,Aquatic,Freshwater,,,,"Drainage, sewer, artificial water",Water surface,mg/L,,176,3,1,,0.9987,tail,FALSE,FALSE,Freshwater,,,
G171-Bc-Lnr-M-rel-Tst-Mw,Biota,"Biota, Aquatic",Crustaceans,Mysis relicta,Total soft tissues,"Lake, pond, pool, reservoir",Not reported,mg/kg (wet),Common Northern European opossum shrimp,177,3,1,,0.9987,tail,FALSE,FALSE,Crustaceans and Invertebrates,,,
G172-Be-Lnr-Z-epi-Tst-Mw,Biota,"Biota, Aquatic",Ecosystem,Zooplankton epilimnion,Total soft tissues,"Lake, pond, pool, reservoir",Not reported,mg/kg (wet),,178,3,1,,0.9987,tail,FALSE,FALSE,Unclassified Biota,,,
G173-Bf-Cnr-C-exo-Wbd-Mw,Biota,"Biota, Aquatic",Fish,Centrolabrus exoletus,Whole body,"Coastal, fjord",Not reported,mg/kg (wet),Rock cook,179,3,1,,0.9987,tail,FALSE,FALSE,Fish,,,
G174-Bf-Rnr-E-luc-Liv-Mw,Biota,"Biota, Aquatic",Fish,Esox lucius,Liver,"River, stream, canal",Not reported,mg/kg (wet),Northern pike,180,3,1,,0.9988,tail,FALSE,FALSE,Fish,,,
G175-Bf-Rnr-E-luc-Mus-Mw,Biota,"Biota, Aquatic",Fish,Esox lucius,Muscle,"River, stream, canal",Not reported,mg/kg (wet),Northern pike,181,3,1,,0.9988,tail,FALSE,FALSE,Fish,,,
G176-Bf-Onr-L-nas-Liv-Mw,Biota,"Biota, Aquatic",Fish,Lamna nasus,Liver,"Ocean, sea, territorial waters",Not reported,mg/kg (wet),American porbeagle,182,3,1,,0.9988,tail,FALSE,FALSE,Fish,,,
G177-Bf-Cnr-M-mol-Mus-Mw,Biota,"Biota, Aquatic",Fish,Molva molva,Muscle,"Coastal, fjord",Not reported,mg/kg (wet),Ling,183,3,1,,0.9989,tail,FALSE,FALSE,Fish,,,
G178-Bf-Lnr-P-flu-Wbd-Mw,Biota,"Biota, Aquatic",Fish,Perca fluviatilis,Whole body,"Lake, pond, pool, reservoir",Not reported,mg/kg (wet),European perch,184,3,1,,0.9989,tail,FALSE,FALSE,Fish,,,
G179-Bf-Cnr-P-pol-Mus-Mw,Biota,"Biota, Aquatic",Fish,Pollachius pollachius,Muscle,"Coastal, fjord",Not reported,mg/kg (wet),Pollack,185,3,1,,0.9989,tail,FALSE,FALSE,Fish,,,
G180-Bf-Onr-S-aca-Liv-Mw,Biota,"Biota, Aquatic",Fish,Squalus acanthias,Liver,"Ocean, sea, territorial waters",Not reported,mg/kg (wet),Spiny dogfish,186,3,1,,0.999,tail,FALSE,FALSE,Fish,,,
G181-Bi-Rnr-Inse-Wbd-Mw,Biota,"Biota, Aquatic",Invertebrates,Insecta,Whole body,"River, stream, canal",Not reported,mg/kg (wet),Insects,187,3,1,,0.999,tail,FALSE,FALSE,Crustaceans and Invertebrates,,,
G182-Bi-Owb-P-pul-Dsk-Md,Biota,"Biota, Aquatic",Invertebrates,Pteraster pulvillus,Disc skeleton,"Ocean, sea, territorial waters",Water benthos,mg/kg (dry),,188,3,1,,0.999,tail,FALSE,FALSE,Crustaceans and Invertebrates,,,
G183-Bi-Owb-S-pal-Eco-Md,Biota,"Biota, Aquatic",Invertebrates,Strongylocentrotus pallidus,Echinoid corona,"Ocean, sea, territorial waters",Water benthos,mg/kg (dry),Pale sea urchin,189,3,1,,0.9991,tail,FALSE,FALSE,Crustaceans and Invertebrates,,,
G184-Bm-Onr-O-orc-Fat-Mw,Biota,"Biota, Aquatic",Mammals,Orcinus orca,Fat/Adipose,"Ocean, sea, territorial waters",Not reported,mg/kg (wet),Killer whale,190,3,1,,0.9991,tail,FALSE,FALSE,Birds and Mammals,,,
G185-Bl-Cnr-N-lap-Tst-Mw,Biota,"Biota, Aquatic",Molluscs,Nucella lapillus,Total soft tissues,"Coastal, fjord",Not reported,mg/kg (wet),Atlantic dog whelk,191,3,1,,0.9991,tail,FALSE,FALSE,Molluscs,,,
G186-Bb-Cnr-G-ari-Egg-Mw,Biota,"Biota, Terrestrial",Birds,Gulosus aristotelis,Egg,"Coastal, fjord",Not reported,mg/kg (wet),,192,3,1,,0.9992,tail,FALSE,FALSE,Birds and Mammals,,,
G187-Bb-Cnr-S-mol-Egg-Mw,Biota,"Biota, Terrestrial",Birds,Somateria mollissima,Egg,"Coastal, fjord",Not reported,mg/kg (wet),Common eider,193,3,1,,0.9992,tail,FALSE,FALSE,Birds and Mammals,,,
G188-Bh-Rnr-F-ant-Pla-Mw,Biota,"Biota, Terrestrial",Moss/Hornworts,Fontinalis antipyretica,Plant tissue,"River, stream, canal",Not reported,mg/kg (wet),,194,3,1,,0.9992,tail,FALSE,FALSE,Algae and Plants,,,
G189-Wsd-Gwc-Md,Aquatic,Aquatic Sediment,,,,"Groundwater, aquifer","Water column, pelagic zone",mg/kg (dry),,195,2,1,,0.9992,tail,FALSE,FALSE,Aquatic Sediment,,,
G190-Wgw-Dws-C,Aquatic,Groundwater,,,,"Drainage, sewer, artificial water",Water surface,mg/L,,196,2,1,,0.9993,tail,FALSE,FALSE,Other Waters,,,
G191-Bf-Cnr-Acti-Liv-Mw,Biota,"Biota, Aquatic",Fish,Actinopterygii,Liver,"Coastal, fjord",Not reported,mg/kg (wet),Ray-finned fishes,197,2,1,,0.9993,tail,FALSE,FALSE,Fish,,,
G192-Bf-Cnr-Acti-Mus-Mw,Biota,"Biota, Aquatic",Fish,Actinopterygii,Muscle,"Coastal, fjord",Not reported,mg/kg (wet),Ray-finned fishes,198,2,1,,0.9993,tail,FALSE,FALSE,Fish,,,
G193-Bf-Rnr-E-luc-Wbd-Mw,Biota,"Biota, Aquatic",Fish,Esox lucius,Whole body,"River, stream, canal",Not reported,mg/kg (wet),Northern pike,199,2,1,,0.9993,tail,FALSE,FALSE,Fish,,,
G194-Bf-Cnr-Gadi-Liv-Mw,Biota,"Biota, Aquatic",Fish,Gadidae,Liver,"Coastal, fjord",Not reported,mg/kg (wet),Cods,200,2,1,,0.9993,tail,FALSE,FALSE,Fish,,,
G195-Bf-Cnr-Gadi-Mus-Mw,Biota,"Biota, Aquatic",Fish,Gadidae,Muscle,"Coastal, fjord",Not reported,mg/kg (wet),Cods,201,2,1,,0.9994,tail,FALSE,FALSE,Fish,,,
G196-Bf-Rnr-L-idu-Gil-Md,Biota,"Biota, Aquatic",Fish,Leuciscus idus,Gill,"River, stream, canal",Not reported,mg/kg (dry),Ide,202,2,1,,0.9994,tail,FALSE,FALSE,Fish,,,
G197-Bf-Rnr-L-idu-Liv-Mw,Biota,"Biota, Aquatic",Fish,Leuciscus idus,Liver,"River, stream, canal",Not reported,mg/kg (wet),Ide,203,2,1,,0.9994,tail,FALSE,FALSE,Fish,,,
G198-Bf-Rnr-P-flu-Mus-Mw,Biota,"Biota, Aquatic",Fish,Perca fluviatilis,Muscle,"River, stream, canal",Not reported,mg/kg (wet),European perch,204,2,1,,0.9994,tail,FALSE,FALSE,Fish,,,
G199-Bf-Cnr-P-pol-Liv-Md,Biota,"Biota, Aquatic",Fish,Pollachius pollachius,Liver,"Coastal, fjord",Not reported,mg/kg (dry),Pollack,205,2,1,,0.9994,tail,FALSE,FALSE,Fish,,,
G200-Bf-Cnr-P-pol-Liv-Mw,Biota,"Biota, Aquatic",Fish,Pollachius pollachius,Liver,"Coastal, fjord",Not reported,mg/kg (wet),Pollack,206,2,1,,0.9995,tail,FALSE,FALSE,Fish,,,
G201-Bi-Lnr-Chir-Wbd-Mw,Biota,"Biota, Aquatic",Invertebrates,Chironomidae,Whole body,"Lake, pond, pool, reservoir",Not reported,mg/kg (wet),Nonbiting midges,207,2,1,,0.9995,tail,FALSE,FALSE,Crustaceans and Invertebrates,,,
G202-Bi-Owb-G-lam-Dsk-Md,Biota,"Biota, Aquatic",Invertebrates,Gorgonocephalus lamarckii,Disc skeleton,"Ocean, sea, territorial waters",Water benthos,mg/kg (dry),,208,2,1,,0.9995,tail,FALSE,FALSE,Crustaceans and Invertebrates,,,
G203-Bi-Owb-O-bor-Dsk-Md,Biota,"Biota, Aquatic",Invertebrates,Ophiopleura borealis,Disc skeleton,"Ocean, sea, territorial waters",Water benthos,mg/kg (dry),,209,2,1,,0.9995,tail,FALSE,FALSE,Crustaceans and Invertebrates,,,
G204-Bi-Owb-O-sar-Dsk-Md,Biota,"Biota, Aquatic",Invertebrates,Ophiura sarsii,Disc skeleton,"Ocean, sea, territorial waters",Water benthos,mg/kg (dry),Notched brittle star,210,2,1,,0.9996,tail,FALSE,FALSE,Crustaceans and Invertebrates,,,
G205-Bi-Owb-P-obs-Dsk-Md,Biota,"Biota, Aquatic",Invertebrates,Pteraster obscurus,Disc skeleton,"Ocean, sea, territorial waters",Water benthos,mg/kg (dry),Obscure cushion star,211,2,1,,0.9996,tail,FALSE,FALSE,Crustaceans and Invertebrates,,,
G206-Bx-Cnr-Bunn-Tst-Mw,Biota,"Biota, Aquatic",Other,Bunndyr,Total soft tissues,"Coastal, fjord",Not reported,mg/kg (wet),,212,2,1,,0.9996,tail,FALSE,FALSE,Unclassified Biota,,,
G207-Wmw-Cnv-C,Aquatic,Marine/Salt Water,,,,"Coastal, fjord",Not relevant,mg/L,,213,1,1,,0.9996,tail,FALSE,FALSE,Marine and Brackish Water,,,
G208-Bc-Cnr-Lith-Tst-Mw,Biota,"Biota, Aquatic",Crustaceans,Lithodidae,Total soft tissues,"Coastal, fjord",Not reported,mg/kg (wet),Stone and king crabs,214,1,1,,0.9996,tail,FALSE,FALSE,Crustaceans and Invertebrates,,,
G209-Bc-Cnr-N-nor-Mus-Mw,Biota,"Biota, Aquatic",Crustaceans,Nephrops norvegicus,Muscle,"Coastal, fjord",Not reported,mg/kg (wet),Norway lobster,215,1,1,,0.9996,tail,FALSE,FALSE,Crustaceans and Invertebrates,,,
G210-Bc-Cnr-P-ads-Tst-Mw,Biota,"Biota, Aquatic",Crustaceans,Palaemon adspersus,Total soft tissues,"Coastal, fjord",Not reported,mg/kg (wet),Baltic prawn,216,1,1,,0.9996,tail,FALSE,FALSE,Crustaceans and Invertebrates,,,
G211-Bf-Rnr-E-luc-Gil-Md,Biota,"Biota, Aquatic",Fish,Esox lucius,Gill,"River, stream, canal",Not reported,mg/kg (dry),Northern pike,217,1,1,,0.9996,tail,FALSE,FALSE,Fish,,,
