"REFERENCE_ID","REFERENCE_TYPE","DATA_SOURCE","AUTHOR","TITLE","YEAR","ACCESS_DATE","PERIODICAL_JOURNAL","VOLUME","ISSUE","PUBLISHER","INSTITUTION","DOI","URL","ISBN_ISSN","EDITION","DOCUMENT_NUMBER","REF_COMMENT"
"2006ZaukeHeavyMetalsIn","journal","Primary","Zauke, G.-P.; Schmalenbach, I.","Heavy Metals in Zooplankton and Decapod Crustaceans from the Barents Sea",2006,"2025-12-16","Science of the Total Environment",,,,,,,,,,
