"PARAMETER_TYPE","PARAMETER_TYPE_SUB","MEASURED_TYPE","PARAMETER_NAME","PARAMETER_NAME_SUB","INCHIKEY_SD","PUBCHEM_CID","CAS_RN","ENTERED_BY","PARAMETER_COMMENT"
"Stressor","Not reported","Concentration","Copper","","","","7440-50-8","SAW","Essential element that can compromise human food safety at elevated levels. Analyzed in brown meat of edible crab, fish filets of cod and halibut, and sediments."
