"REFERENCE_ID","REFERENCE_TYPE","DATA_SOURCE","AUTHOR","TITLE","YEAR","ACCESS_DATE","PERIODICAL_JOURNAL","VOLUME","ISSUE","PUBLISHER","INSTITUTION","DOI","URL","ISBN_ISSN","EDITION","DOCUMENT_NUMBER","REF_COMMENT"
"2026KogelUsingAtlanticHaddock","journal","Primary","Kogel, Tanja; Bienfait, André Marcel; Maage, Amund; van der Meeren, Terje; Bank, Michael S.; Rastrick, Samuel Paul Stuart","Using Atlantic haddock (Melanogrammus aeglefinus) as bioindicators in sea disposal mining impacted fjords",2026,"2026-09-01","Journal of Hazardous Materials",503,141009,"Elsevier B.V.",,"10.1016/j.jhazmat.2025.141009",,,,,
