"REFERENCE_ID","SILVER_RELIABILITY","SILVER_RELEVANCE","GOLD_RELIABILITY","GOLD_RELEVANCE"
"2011RouttiSpatialAndTemporal","Not usable","Not usable","Not usable","Relevant with restrictions"
