"REFERENCE_ID","REFERENCE_TYPE","DATA_SOURCE","AUTHOR","TITLE","YEAR","ACCESS_DATE","PERIODICAL_JOURNAL","VOLUME","ISSUE","PUBLISHER","INSTITUTION","DOI","URL","ISBN_ISSN","EDITION","DOCUMENT_NUMBER","REF_COMMENT"
"2025KryukovaHeavyMetalsIn","journal","Primary","Kryukova, N. V.; Artemyeva, S. M.; Samsonov, D. P.; Pashali, A. A.; Isachenko, A. I.; Lazareva, R. E.; Rozhnov, V. V.","Heavy metals in tissues of Atlantic (Odobenus rosmarus rosmarus) and Pacific (Odobenus rosmarus divergens) walruses",2025,"2025-12-18","Polar Biology",48,6,"Springer-Verlag GmbH Germany",,"10.1007/s00300-024-03322-0",,,,,
