"REFERENCE_ID","REFERENCE_TYPE","DATA_SOURCE","AUTHOR","TITLE","YEAR","ACCESS_DATE","PERIODICAL_JOURNAL","VOLUME","ISSUE","PUBLISHER","INSTITUTION","DOI","URL","ISBN_ISSN","EDITION","DOCUMENT_NUMBER","REF_COMMENT"
"2003CoteurFieldContaminationOf","journal","Primary","Coteur, Geoffroy; Pernet, Philippe; Gillan, David; Joly, Guillemette; Maage, Amund; Dubois, Philippe","Field contamination of the starfish Asterias rubens by metals. Part 1: Short- and long-term accumulation along a pollution gradient",2003,"2025-10-31","Environmental Toxicology and Chemistry",22,9,"SETAC",NA,"https://doi.org/10.1897/02-489",NA,NA,NA,NA,NA
