"REFERENCE_ID","REFERENCE_TYPE","DATA_SOURCE","AUTHOR","TITLE","YEAR","ACCESS_DATE","PERIODICAL_JOURNAL","VOLUME","ISSUE","PUBLISHER","INSTITUTION","DOI","URL","ISBN_ISSN","EDITION","DOCUMENT_NUMBER","REF_COMMENT"
"2018BrooksAnIntegrativeBiological","journal","Primary","Brooks, S.J.; Escudero-Oñate, C.; Gomes, T.; Ferrando-Climent, L.","An integrative biological effects assessment of a mine discharge into a Norwegian fjord using field transplanted mussels",2018,2025-10-31,"Science of the Total Environment",644,NA,NA,NA,"10.1016/j.scitotenv.2018.07.058",NA,NA,NA,NA,NA
