"PROTOCOL_ID","CAMPAIGN_NAME","PROTOCOL_CATEGORY","PROTOCOL_NAME","PROTOCOL_COMMENT"
"S01_GrabSampling_BlackAngel","Green sea urchins biomonitoring study near Black Angel mine","Sampling Protocol","Grab sampling","Green sea urchins collected at depths between 1 and 10 m using nets either attached to a pole or dragged across the sea floor from a boat, put into polyethylene bags and frozen"
"S02_PointSampling_BlackAngel","Green sea urchins biomonitoring study near Black Angel mine","Sampling Protocol","Point sampling","Blue mussels (c. 10 individual per site) and seaweed collected from shore at low tide. For seaweed, the fresh growth tips were cut from the rest of the plants using stainless steel scissors"
"S03_GrabSampling_BlackAngel","Green sea urchins biomonitoring study near Black Angel mine","Sampling Protocol","Grab sampling","Sea bottom sediment collected using an Ekman grab sampler and the upper c. 5-cm layer sampled from three different spots and pooled into one bag"
"S04_Dgt_BlackAngel","Green sea urchins biomonitoring study near Black Angel mine","Sampling Protocol","Diffusive gradients in thin films","Measurements of labile dissolved metal concentration in seawater using DGT sampling devices (Diffusive Gradients in Thin films) suspended in the water column c. 3 m above the bottom and deployed from 2 to 11 August 2017"
"F01_Acidextractable_BlackAngel","Green sea urchins biomonitoring study near Black Angel mine","Fractionation Protocol","Acid extractable fraction","All samples were either fractionated with acid or acid + microwave"
"E01_Microwaveassist_BlackAngel","Green sea urchins biomonitoring study near Black Angel mine","Extraction Protocol","Microwave-assisted acid digestion","Freeze-dried subsamples of biota (c. 300 mg) microwave-digested (Anton Paar Multiwave 3000) in Teflon bombs in 4 ml/4 ml Merck Suprapure HNO3/MilliQ water"
"E02_AcidDigestion_BlackAngel","Green sea urchins biomonitoring study near Black Angel mine","Extraction Protocol","Acid digestion","Freeze-dried subsamples of sediment (c. 200 mg) digested in a mixture of 0.25 ml/0.75 ml/3 ml Suprapure HNO3/HCl/HF in Berghof bombs at 120 °C for 4 h, then diluted with MilliQ water and the HF was neutralised by boric acid"
"A01_InductivelyCoup_BlackAngel","Green sea urchins biomonitoring study near Black Angel mine","Analytical Protocol","Inductively coupled plasma mass spectrometry","Analyses performed using an Agilent 7900 ICP-MS for 60+ elements. Quality checked by analysing blanks, duplicates and certified reference materials DOLT-5, DORM-4 and TORT-3 (for biota) and MESS-4, PACS-2 and HISS-1 (for sediment). Recovery percentages for CRMs were 82-107% for biota and 79-114% for sediment"
