"REFERENCE_ID","REFERENCE_TYPE","DATA_SOURCE","AUTHOR","TITLE","YEAR","ACCESS_DATE","PERIODICAL_JOURNAL","VOLUME","ISSUE","PUBLISHER","INSTITUTION","DOI","URL","ISBN_ISSN","EDITION","DOCUMENT_NUMBER","REF_COMMENT"
"2019SoendergaardGreenSeaUrchins","journal","Primary","Søndergaard, Jens; Hansson, Sophia V.; Mosbech, Anders; Bach, Lis","Green sea urchins (Strongylocentrotus droebachiensis) as potential biomonitors of metal pollution near a former lead-zinc mine in West Greenland",2019,"2025-12-16","Environmental Monitoring and Assessment",191,,"Springer Nature Switzerland AG",,"10.1007/s10661-019-7637-3",,,,,
