"SITE_CODE","SITE_NAME","SITE_GEOGRAPHIC_FEATURE","SITE_GEOGRAPHIC_FEATURE_SUB","SITE_COORDINATE_SYSTEM","LATITUDE","LONGITUDE","COUNTRY_ISO","OCEAN_IHO","ALTITUDE_VALUE","ALTITUDE_UNIT","ENTERED_BY","ENTERED_DATE","SITE_COMMENT"
"NorwaySeadeposits2015_JF","Jøssingfjorden Merged Stations","Coastal, fjord","Other","WGS 84",58.33,6.28,"Norway","North Atlantic Ocean",0,"m","SAW","2025-12-17","Rough merging of map points for stations in Jøssingfjorden, as measurements are aggregated. In vicinity of mine waste!"
"NorwaySeadeposits2015_DD","Dyngadjupet Merged Stations","Ocean, sea, territorial waters","Other","WGS 84",58.15,5.98,"Norway","North Atlantic Ocean",0,"m","SAW","2025-12-17","Rough merging of map points for stations in Dyngadjupet, as measurements are aggregated. In vicinity of mine waste!"
"NorwaySeadeposits2015_REF","Reference Merged Stations","Ocean, sea, territorial waters","Other","WGS 84",58.24,5.87,"Norway","North Atlantic Ocean",0,"m","SAW","2025-12-17","Rough merging of map points for reference stations located away from STD, as measurements are aggregated."
