"PARAMETER_TYPE","PARAMETER_TYPE_SUB","MEASURED_TYPE","PARAMETER_NAME","PARAMETER_NAME_SUB","INCHIKEY_SD","PUBCHEM_CID","CAS_RN","ENTERED_BY","PARAMETER_COMMENT"
"Stressor","Not reported","Concentration","Copper",,,,"7440-50-8","Sam Welch","Essential trace element analyzed in liver tissue using EPA Method 200.8 with modifications for biological samples. Average recovery 80.9% for copper."
