"REFERENCE_ID","REFERENCE_TYPE","DATA_SOURCE","AUTHOR","TITLE","YEAR","ACCESS_DATE","PERIODICAL_JOURNAL","VOLUME","ISSUE","PUBLISHER","INSTITUTION","DOI","URL","ISBN_ISSN","EDITION","DOCUMENT_NUMBER","REF_COMMENT"
"2017SternalTheImpactOf","journal","Primary","Sternal, Beata; Junttila, Juho; Skirbekk, Kari; Forwick, Matthias; Carroll, JoLynn; Pedersen, Kristine Bondo","The impact of submarine copper mine tailing disposal from the 1970s on Repparfjorden, northern Norway",2017,"2026-08-28","NA",0,0,"NA",,"NA",,,,,
