"PROTOCOL_ID","CAMPAIGN_NAME","PROTOCOL_CATEGORY","PROTOCOL_NAME","PROTOCOL_COMMENT"
"S01_CoreSampling_Bokfjorden","Submarine Tailings Disposal Study - Bøkfjorden 2016","Sampling Protocol","Core sampling","Multicores were collected at seven locations along a transect. Sediment cores (uppermost 20 cm) were sliced into 1-cm sections and subsequently packed and frozen. For bioassay analyses, sediments were retrieved with a 50 � 50 � 50 cm boxcore sampler from four locations."
"F01_SequentialExtra_Bokfjorden","Submarine Tailings Disposal Study - Bøkfjorden 2016","Fractionation Protocol","Sequential extraction protocol","Five-step sequential extraction procedure based on extension of three-step method by Rauret et al. (1999). Targets exchangeable, acid soluble, reducible, oxidisable and residual fractions to assess metal partitioning among sedimentary phases."
"E01_NitricAcidDiges_Bokfjorden","Submarine Tailings Disposal Study - Bøkfjorden 2016","Extraction Protocol","Acid digestion","Total metal concentrations measured using nitric acid digestion (Danish Standard DS259). HNO3 (9 M, 20 ml) was added to sediment sample (1 g) and autoclaved (200 kPa, 120 �C, 30 min). Each sample was vacuum filtered through 0.45 ?m filter and the liquid was diluted to 100 ml."
"A01_InductivelyCoup_Bokfjorden","Submarine Tailings Disposal Study - Bøkfjorden 2016","Analytical Protocol","Inductively coupled plasma optical emission spectroscopy","Metal concentrations were determined by ICP-OES, following an internally established routine procedure of double determination for each sample. A 9-point standard curve (0.02�10 ppm for trace elements and 2�100 ppm for aluminum, calcium, iron, potassium, magnesium and sodium) was produced from certified reference waste water."
"A02_Other_Bokfjorden","Submarine Tailings Disposal Study - Bøkfjorden 2016","Analytical Protocol","Other","The grain size was analysed with a Laser Diffraction Particle Size Analyzer with Polarisation Intensity Differential Scattering analyzing the range from 0.017 to 2000 ?m."
"A03_Other_Bokfjorden","Submarine Tailings Disposal Study - Bøkfjorden 2016","Analytical Protocol","Other","The organic matter content was measured by loss on ignition (LOI). The percentage weight loss of 2.5 g dried sediment heated to 550 �C for 1 h in a muffle furnace provided a measure of the organic material."
