"PARAMETER_TYPE","PARAMETER_TYPE_SUB","MEASURED_TYPE","PARAMETER_NAME","PARAMETER_NAME_SUB","INCHIKEY_SD","PUBCHEM_CID","CAS_RN","ENTERED_BY","PARAMETER_COMMENT"
"Stressor","Homogeneous metal compounds","Concentration","Copper","","RYGMFSIKBFXOCR-UHFFFAOYSA-N",,"7440-50-8","Sam Welch (Test Data)","Primary contaminant of interest. Measured in mg/kg in sediment fractions <2 mm. Maximum observed concentration 1316 mg/kg in mine-tailing sediments in core 1079."
