"REFERENCE_ID","REFERENCE_TYPE","DATA_SOURCE","AUTHOR","TITLE","YEAR","ACCESS_DATE","PERIODICAL_JOURNAL","VOLUME","ISSUE","PUBLISHER","INSTITUTION","DOI","URL","ISBN_ISSN","EDITION","DOCUMENT_NUMBER","REF_COMMENT"
"2005LeungMetallothioneinsAndTrace","journal","Primary","Leung, Kenneth M.Y.; Dewhurst, Rachel E.; Halldórsson, Halldór; Svavarsson, Jörundur","Metallothioneins and trace metals in the dogwhelk Nucella lapillus (L.) collected from Icelandic coasts",2005,"2025-12-17","Marine Pollution Bulletin",51,,"Elsevier Ltd",,"10.1016/j.marpolbul.2005.04.013",,,,,
