"REFERENCE_ID","REFERENCE_TYPE","DATA_SOURCE","AUTHOR","TITLE","YEAR","ACCESS_DATE","PERIODICAL_JOURNAL","VOLUME","ISSUE","PUBLISHER","INSTITUTION","DOI","URL","ISBN_ISSN","EDITION","DOCUMENT_NUMBER","REF_COMMENT"
"2000JulshamnTraceElementLevels","journal","Primary","Julshamn, K.; Grahl-Nielsen, O.","Trace element levels in harp seal (Pagophilus groenlandicus) and hooded seal (Cystophora cristata) from the Greenland Sea. A multivariate approach",2000,"2025-10-31","The Science of the Total Environment",250,NA,"Elsevier Science B.V.",NA,"S0048-9697(00)00371-5",NA,NA,NA,NA,NA
