"REFERENCE_ID","SILVER_RELIABILITY","SILVER_RELEVANCE","GOLD_RELIABILITY","GOLD_RELEVANCE"
"2017RasmussenEffectsOfIndustrial","Not usable","Relevant with restrictions","Reliable with restrictions","Relevant with restrictions"
