"REFERENCE_ID","SILVER_RELIABILITY","SILVER_RELEVANCE","GOLD_RELIABILITY","GOLD_RELEVANCE"
"2025KryukovaHeavyMetalsIn","Not usable","Relevant with restrictions","Not usable","Not usable"
