"PARAMETER_TYPE","PARAMETER_TYPE_SUB","MEASURED_TYPE","PARAMETER_NAME","PARAMETER_NAME_SUB","INCHIKEY_SD","PUBCHEM_CID","CAS_RN","ENTERED_BY","PARAMETER_COMMENT"
"Stressor","Not reported","Concentration","Copper",,,,"7440-50-8","SAW","Copper content determined by atomic absorption spectroscopy in flame mode using a Varian AA 140 spectrometer"
