"PROTOCOL_ID","CAMPAIGN_NAME","PROTOCOL_CATEGORY","PROTOCOL_NAME","PROTOCOL_COMMENT"
"S01_PointSampling_IcelandNuc","Metallothioneins and trace metals in dogwhelk Nucella lapillus from Icelandic coasts","Sampling Protocol","Point sampling","Different sizes of dogwhelk Nucella lapillus were collected from eight locations. Non-tagged snails (n > 60) were collected at each study site for metal and biochemical analyses. After field collection, all non-tagged samples were immediately kept at -25°C"
"F01_Acidextractable_IcelandNuc","Metallothioneins and trace metals in dogwhelk Nucella lapillus from Icelandic coasts","Fractionation Protocol","Acid extractable fraction","Remaining homogenate was dried at 60°C for at least 96h until constant mass achieved. Homogenates were then digested in concentrated nitric acid for 24h at room temperature followed by boiling for at least 2h until clear solution obtained"
"E01_AcidDigestion_IcelandNuc","Metallothioneins and trace metals in dogwhelk Nucella lapillus from Icelandic coasts","Extraction Protocol","Acid digestion","Remaining homogenate was dried at 60°C for at least 96h until constant mass achieved. Homogenates were then digested in concentrated nitric acid for 24h at room temperature followed by boiling for at least 2h until clear solution obtained"
"A01_InductivelyCoup_IcelandNuc","Metallothioneins and trace metals in dogwhelk Nucella lapillus from Icelandic coasts","Analytical Protocol","Inductively coupled plasma optical emission spectroscopy","Concentrations of trace metals (Cd, Cr, Cu, Mn, Ni, Pb and Zn) were determined using inductively coupled plasma-atomic emission spectrometer (ICP-AES, Perkin Elmer Optima 3300RL). Accuracy regularly checked by including standard reference material (dogfish muscle, DORM-2, from National Research Council, Canada) within batches. Agreement considered good, within 14%"
