"REFERENCE_ID","REFERENCE_TYPE","DATA_SOURCE","AUTHOR","TITLE","YEAR","ACCESS_DATE","PERIODICAL_JOURNAL","VOLUME","ISSUE","PUBLISHER","INSTITUTION","DOI","URL","ISBN_ISSN","EDITION","DOCUMENT_NUMBER","REF_COMMENT"
"2009SonneAStudyOf","journal","Primary","Sonne, Christian; Aspholm, Ole; Dietz, Rune; Andersen, Steen; Berntssen, Marc H.G.; Hylland, Ketil","A study of metal concentrations and metallothionein binding capacity in liver, kidney and brain tissues of three Arctic seal species",2009,"2025-10-31","Science of the Total Environment",407,NA,"Elsevier B.V.",NA,"10.1016/j.scitotenv.2009.08.029",NA,NA,NA,NA,NA
