"SITE_CODE","SITE_NAME","PARAMETER_NAME","PARAMETER_TYPE","ENVIRON_COMPARTMENT","ENVIRON_COMPARTMENT_SUB","MEASURED_CATEGORY","SAMPLING_DATE","SUBSAMPLE","SAMPLE_ID"
"ScottRiver2012_SRG","Scott River gorge section","Copper","Stressor","Aquatic","Freshwater","External","2012-07-13","1","ScottRiver2012_SRG-Copper-Freshwater-2012-07-13-R-1"
"ScottRiver2012_SRM","Scott River mouth section","Copper","Stressor","Aquatic","Freshwater","External","2012-07-13","1","ScottRiver2012_SRM-Copper-Freshwater-2012-07-13-R-1"
