"REFERENCE_ID","SILVER_RELIABILITY","SILVER_RELEVANCE","GOLD_RELIABILITY","GOLD_RELEVANCE"
"1999PempkowiakSpeciationOfHeavy","Not usable","Not usable","Not usable","Not usable"
