"REFERENCE_ID","REFERENCE_TYPE","DATA_SOURCE","AUTHOR","TITLE","YEAR","ACCESS_DATE","PERIODICAL_JOURNAL","VOLUME","ISSUE","PUBLISHER","INSTITUTION","DOI","URL","ISBN_ISSN","EDITION","DOCUMENT_NUMBER","REF_COMMENT"
"2022KohlerDistributionPatternOf","journal","Primary","Kohler, Stephen G.; Kull, Laura M.; Heimbürger-Boavida, Lars-Eric; Ricardo de Freitas, Thaise; Sanchez, Nicolas; Ndungu, Kuria; Ardelan, Murat V.","Distribution pattern of mercury in northern Barents Sea and Eurasian Basin surface sediment",2022,"2025-12-17","Marine Pollution Bulletin",185,,"Elsevier Ltd",,"10.1016/j.marpolbul.2022.114272",,,,,
