"REFERENCE_ID","SILVER_RELIABILITY","SILVER_RELEVANCE","GOLD_RELIABILITY","GOLD_RELEVANCE"
"2021LehmannKonEffectsOfBiotransport","Reliable without restrictions","Relevant with restrictions","Not usable","Relevant with restrictions"
