"PROTOCOL_ID","CAMPAIGN_NAME","PROTOCOL_CATEGORY","PROTOCOL_NAME","PROTOCOL_COMMENT"
"S01_Other_Mausund201","Toxic and essential elements in seafood from Mausund, Norway","Sampling Protocol","Other","Halibut and cod were caught using lines and cod traps, and crab using crab pots in the selected locations. Cod, halibut, and crab were kept in sea water and brought alive to Mausund fieldstation, and euthanized at the field station, prior to sampling of the tissues."
"F01_Acidextractable_Mausund201","Toxic and essential elements in seafood from Mausund, Norway","Fractionation Protocol","Acid extractable fraction","Samples were extracted by HNO3. For sediments: Ultra Clave digestion of 300 mg using 50% HNO3 (50/50 HNO3/water)."
"E01_AcidDigestion_Mausund201","Toxic and essential elements in seafood from Mausund, Norway","Extraction Protocol","Acid digestion","Samples were extracted by HNO3. For sediments: Ultra Clave digestion of 300 mg using 50% HNO3 (50/50 HNO3/water)."
"A01_InductivelyCoup_Mausund201","Toxic and essential elements in seafood from Mausund, Norway","Analytical Protocol","Inductively coupled plasma mass spectrometry","Analyzed using inductively coupled plasma mass spectroscopy (ICP-MS) at the Norwegian University of Science and Technology (NTNU). For sediments, analyzed using ICP-MS for 59 elements, including the 15 elements B, Se, Cd, Sn, Cs, Hg, Pb, Al, Cr, Mn, Fe, Ni, Cu, Zn, and As."
