"REFERENCE_ID","REFERENCE_TYPE","DATA_SOURCE","AUTHOR","TITLE","YEAR","ACCESS_DATE","PERIODICAL_JOURNAL","VOLUME","ISSUE","PUBLISHER","INSTITUTION","DOI","URL","ISBN_ISSN","EDITION","DOCUMENT_NUMBER","REF_COMMENT"
"2019SchaanningBenthicCommunityStatus","journal","Primary","Schaanning, Morten Thorne; Trannum, Hilde Cecilie; Øxnevad, Sigurd; Ndungu, Kuria","Benthic community status and mobilization of Ni, Cu and Co at abandoned sea deposits for mine tailings in SW Norway",2019,"2025-12-17","Marine Pollution Bulletin",141,,"Elsevier",,"10.1016/j.marpolbul.2019.02.047",,,,,
