"REFERENCE_ID","REFERENCE_TYPE","DATA_SOURCE","AUTHOR","TITLE","YEAR","ACCESS_DATE","PERIODICAL_JOURNAL","VOLUME","ISSUE","PUBLISHER","INSTITUTION","DOI","URL","ISBN_ISSN","EDITION","DOCUMENT_NUMBER","REF_COMMENT"
"2022PedersenImpactsOfClimate","journal","Primary","Pedersen, Kristine B.; Lejon, Tore; Jensen, Pernille E.; Ottosen, Lisbeth M.; Frantzen, Marianne; Evenset, Anita","Impacts of climate change on metal leaching and partitioning for submarine mine tailings disposal",2022,"2025-11-10","Marine Pollution Bulletin",184,,"Elsevier Ltd.",,"10.1016/j.marpolbul.2022.114197",,,,,
