"PROTOCOL_ID","CAMPAIGN_NAME","PROTOCOL_CATEGORY","PROTOCOL_NAME","PROTOCOL_COMMENT"
"S01_Biopsy_WalrusHeav","Heavy metals in tissues of Atlantic and Pacific walruses","Sampling Protocol","Biopsy","Skin samples from O. r. rosmarus were collected using steel tips for arrows. Steel composition 12X18H10: 0.12% carbon (C), 18% chromium (Cr), 10% nickel (Ni), <0.8% titanium (Ti). Depth 1.5-2 cm, width 0.5 cm, weight about 5 g. Samples from O. r. divergens collected using medical scalpel. Skin samples about 2 cm depth and 2 cm width, weight about 15 g. Organ samples taken from any part, weight not less 15 g."
"F01_Acidextractable_WalrusHeav","Heavy metals in tissues of Atlantic and Pacific walruses","Fractionation Protocol","Acid extractable fraction","Biomaterial samples were thawed at room temperature. Before analysis 1 to 5 g of sample was ashed in a muffle furnace at 450°C. The ash was dissolved in diluted nitric acid."
"E01_AcidDigestion_WalrusHeav","Heavy metals in tissues of Atlantic and Pacific walruses","Extraction Protocol","Acid digestion","Biomaterial samples were thawed at room temperature. Before analysis 1 to 5 g of sample was ashed in a muffle furnace at 450°C. The ash was dissolved in diluted nitric acid."
"A01_AtomicAbsorptio_WalrusHeav","Heavy metals in tissues of Atlantic and Pacific walruses","Analytical Protocol","Atomic absorption spectroscopy","Copper was determined in the flame mode of a Varian AA 140 atomic absorption spectrometer. Analysis according to GOST 26929-94 Preparation of samples. Mineralization for determination of toxic element content and MUK 4.1.991-00 Methodology for measuring the mass fraction of copper and zinc in food products and food raw materials by electrothermal atomic absorption spectrometry."
