"REFERENCE_ID","REFERENCE_TYPE","DATA_SOURCE","AUTHOR","TITLE","YEAR","ACCESS_DATE","PERIODICAL_JOURNAL","VOLUME","ISSUE","PUBLISHER","INSTITUTION","DOI","URL","ISBN_ISSN","EDITION","DOCUMENT_NUMBER","REF_COMMENT"
"2011RouttiSpatialAndTemporal","journal","Primary","Routti, Heli; Letcher, Robert J.; Born, Erik W.; Branigan, Marsha; Dietz, Rune; Evans, Thomas J.; Fisk, Aaron T.; Peacock, Elizabeth; Sonne, Christian","Spatial and temporal trends of selected trace elements in liver tissue from polar bears (Ursus maritimus) from Alaska, Canada and Greenland",2011,"2025-12-11","Journal of Environmental Monitoring",13,,"The Royal Society of Chemistry",,"10.1039/c1em10088b",,,,,
