PROTOCOL_ID,CAMPAIGN_NAME,PROTOCOL_CATEGORY,PROTOCOL_NAME,PROTOCOL_COMMENT
S01_CoreSampling_Repparfjor_2,CAGE22-1 Expedition Repparfjord Environmental Geochemistry Study,Sampling Protocol,Core sampling,"KC Denmark DK8000 multicorer used for cores 1 and 2. Sediment cores obtained using multicorer in plastic liners. Gravity corer with 1.3 ton head weight used for core 3 for porosity determination and foraminiferal analysis. Box corer used for cores 4, 5, 6 and 7 when hard crust in tailings area hindered multicorer penetration. 50x50x50 cm steel sampling box with manual subsampling using plastic liners. Pore water samples collected with 0.15 μm Rhizon filters through predrilled holes in plastic liners at 1-2 cm depth intervals."
F01_AciddigestableF_Repparfjor_2,CAGE22-1 Expedition Repparfjord Environmental Geochemistry Study,Fractionation Protocol,Acid extractable fraction,"Pore water samples acidified with 10 μL Suprapur 60% HNO3 onboard. Onshore dilution with Milli-Q water, HNO3 and indium internal standard."
E01_AcidDigestion_Repparfjor_2,CAGE22-1 Expedition Repparfjord Environmental Geochemistry Study,Extraction Protocol,Acid digestion,"Pore water samples acidified with 10 μL Suprapur 60% HNO3 onboard. Onshore dilution with Milli-Q water, HNO3 and indium internal standard."
A01_InductivelyCoup_Repparfjor_2,CAGE22-1 Expedition Repparfjord Environmental Geochemistry Study,Analytical Protocol,Inductively coupled plasma mass spectrometry,"Trace metal concentrations determined with Thermo Element 2 HR-ICP-MS at Ruđer Bošković Institute, Zagreb. GEMS/Water intercalibration standards used with absolute differences <0.31 μg/L from certified values."
