"REFERENCE_ID","SILVER_RELIABILITY","SILVER_RELEVANCE","GOLD_RELIABILITY","GOLD_RELEVANCE"
"2006ZaukeHeavyMetalsIn","Reliable with restrictions","Relevant with restrictions","Not usable","Relevant with restrictions"
