"PROTOCOL_ID","CAMPAIGN_NAME","PROTOCOL_CATEGORY","PROTOCOL_NAME","PROTOCOL_COMMENT"
"S01_TrawlSampling_BarentsEch","Barents Sea echinoderm collection","Sampling Protocol","Trawl sampling","Bottom trawl dragged on the sea bottom for 15 min at depths ranging from 74 to 309 m. Skin and soft body parts were separated from the skeleton, then remaining organic tissue were removed from each skeletal piece under stereomicroscope. No chemical bleaching was used. Skeletal pieces were homogenized using mortar and pestle made of agate."
"F01_AcidExtractable_BarentsEch","Barents Sea echinoderm collection","Fractionation Protocol","Acid extractable fraction","For the analysis of other elements, approximately 300 mg of ground and lyophilized samples were weighed and subjected to digestion using the Anton Paar Multiwave GO Microwave Assisted Digestion system. Digestion was carried out using 8 ml of nitric acid."
"E01_Microwaveassist_BarentsEch","Barents Sea echinoderm collection","Extraction Protocol","Microwave-assisted acid digestion","For the analysis of other elements, approximately 300 mg of ground and lyophilized samples were weighed and subjected to digestion using the Anton Paar Multiwave GO Microwave Assisted Digestion system. Digestion was carried out using 8 ml of nitric acid."
"A01_InductivelyCoup_BarentsEch","Barents Sea echinoderm collection","Analytical Protocol","Inductively coupled plasma optical emission spectroscopy","Copper determined using Agilent MP-AES 4210 equipment at wavelengths 327.395 nm and 324.754 nm. Four repetitions for each wavelength. CRM MODAS-5 Cod Tissue and MODAS-3 Herring tissue used for validation with 80-120% recovery rates."
