"SITE_CODE","SITE_NAME","SITE_GEOGRAPHIC_FEATURE","SITE_GEOGRAPHIC_FEATURE_SUB","SITE_COORDINATE_SYSTEM","LATITUDE","LONGITUDE","COUNTRY_ISO","OCEAN_IHO","ALTITUDE_VALUE","ALTITUDE_UNIT","ENTERED_BY","ENTERED_DATE","SITE_COMMENT"
"BlackAngel2017_Station 1","A-fjord mine site","Coastal, fjord","Not relevant","WGS 84",71.1257,-51.267,"Greenland","North Atlantic Ocean",0,"m","SAW","2025-12-16","Site coordinates read  from map (Paper Figure 1). Site immediately adjacent to mine."
"BlackAngel2017_Station 2","5 km from mine","Coastal, fjord","Not relevant","WGS 84",71.1111,-51.4032,"Greenland","North Atlantic Ocean",0,"m","SAW","2025-12-16","Site coordinates read from map (Paper  Figure 1). Site 5km down-fjord from mine."
"BlackAngel2017_Station 3","Reference site 12 km from mine","Coastal, fjord","Not relevant","WGS 84",71.0991,-51.5709,"Greenland","North Atlantic Ocean",0,"m","SAW","2025-12-16","Site coordinates read from map (Paper  Figure 1). Site 12km down-fjord from mine, used as reference."
