"CAMPAIGN_NAME_SHORT","CAMPAIGN_NAME","CAMPAIGN_START_DATE","CAMPAIGN_END_DATE","ORGANISATION","ENTERED_BY","ENTERED_DATE","CAMPAIGN_COMMENT"
"Repparfjorden2013-15","Impact of submarine copper mine tailing disposal from the 1970s on Repparfjorden, northern Norway","2013-04-16","2015-06-24","UiT The Arctic University of Norway","Sam Welch (Test Data)","2026-08-28","Material collected during two cruises in April 2013 and June 2015 with R/V Helmer Hanssen. Seventeen sediment cores retrieved using multi corer (MC) or box corer (BC). Cores sliced into 1-cm thick samples and freeze-dried prior to analyses. Analyses conducted at UiT (grain size, TOC, HM for 14 cores), DTU (HM and TOC for 3 cores), and Institute of Geology Adam Mickiewicz University in Poznan (radioisotopes). Study funded by EWMA project (Research Council of Norway NORDSATSING grant 195160), EniNorge AS, and UiT."
