"SITE_CODE","SITE_NAME","PARAMETER_NAME","PARAMETER_TYPE","ENVIRON_COMPARTMENT","ENVIRON_COMPARTMENT_SUB","MEASURED_CATEGORY","SAMPLING_DATE","SUBSAMPLE","SAMPLE_ID"
"Frænfjord_Brooks_Biomonitoring_1","Biomonitoring Site for Frænfjord limestone mine, 1500m from tailings source","Copper","Stressor","Biota","Biota, Aquatic","Internal","2016-06-21","1","Frænfjord_Brooks_Biomonitoring_1-Copper-BiotaAquatic-2016-06-21-R 1"
"Frænfjord_Brooks_Biomonitoring_2","Biomonitoring Site for Frænfjord limestone mine, 2000m from tailings source","Copper","Stressor","Biota","Biota, Aquatic","Internal","2016-06-21","1","Frænfjord_Brooks_Biomonitoring_2-Copper-BiotaAquatic-2016-06-21-R 1"
"Frænfjord_Brooks_Biomonitoring_3","Biomonitoring Site for Frænfjord limestone mine, 6000m from tailings source","Copper","Stressor","Biota","Biota, Aquatic","Internal","2016-06-21","1","Frænfjord_Brooks_Biomonitoring_3-Copper-BiotaAquatic-2016-06-21-R 1"
"Solbergstrand_Brooks_Mussel_Source","Location of Blue mussel collection/culturing with filtered seawater.","Copper","Stressor","Biota","Biota, Aquatic","Internal","2016-04-01","1","Solbergstrand_Brooks_Mussel_Source-Copper-BiotaAquatic-2016-04-01-R 1"
