"SITE_CODE","SITE_NAME","SITE_GEOGRAPHIC_FEATURE","SITE_GEOGRAPHIC_FEATURE_SUB","SITE_COORDINATE_SYSTEM","LATITUDE","LONGITUDE","COUNTRY_ISO","OCEAN_IHO","ALTITUDE_VALUE","ALTITUDE_UNIT","ENTERED_BY","ENTERED_DATE","SITE_COMMENT"
"ScottRiver2012_SRG","Scott River gorge section","River, stream, canal","Other","WGS 84",77.561,14.429,"Norway","Not relevant",0,"m","SA","2025-12-17","Located at gorge section of Scott River, approximately 200 m upstream from mouth section. Rough coordinates, read from map."
"ScottRiver2012_SRM","Scott River mouth section","River, stream, canal","Other","WGS 84",77.566,14.484,"Norway","Not relevant",0,"m","SA","2025-12-17","Located at mouth section of Scott River, approximately 200 m downstream from gorge section, under influence of seabird colony. Rough coordinates, read from map."
