"SITE_CODE","SITE_NAME","SITE_GEOGRAPHIC_FEATURE","SITE_GEOGRAPHIC_FEATURE_SUB","SITE_COORDINATE_SYSTEM","LATITUDE","LONGITUDE","COUNTRY_ISO","OCEAN_IHO","ALTITUDE_VALUE","ALTITUDE_UNIT","ENTERED_BY","ENTERED_DATE","SITE_COMMENT"
"SpitsBalticMetals99_NORWEG","Norwegian Sea off Spitsbergen","Ocean, sea, territorial waters","Water benthos","WGS 84",76.9917,14.05,"Not relevant","Norwegian Sea",-22,"m","Sam Welch","2025-12-11","Water depth 22 m. Coordinates converted from degrees-minutes format: φ=76°59.5'N; λ=14°03.0'E"
"SpitsBalticMetals99_BALTIC","Baltic Sea off Poland","Ocean, sea, territorial waters","Water benthos","WGS 84",54.5,19.4,"Not relevant","Baltic Sea",-19,"m","Sam Welch","2025-12-11","Water depth 19 m. Reported coordinates are for a point in Ukraine, so an arbitrary point off Poland's Baltic coast has been used instead."
