"SAMPLE_ID","SITE_CODE","PARAMETER_NAME","ENVIRON_COMPARTMENT","ENVIRON_COMPARTMENT_SUB","MEASURED_CATEGORY","SAMPLING_DATE","SUBSAMPLE","SPECIES_GROUP","SAMPLE_SPECIES","SAMPLE_TISSUE","SAMPLE_SPECIES_LIFESTAGE","SAMPLE_SPECIES_GENDER","BIOTA_COMMENT"
"SpitsBalticMetals99_NORWEG-Copper-BiotaAquatic-1999-01-01-R-MyaArenaria","SpitsBalticMetals99_NORWEG","Copper","Biota","Biota, Aquatic","Internal","1999-01-01","Mya arenaria","Molluscs","Mya arenaria","Total soft tissues","Adult","Not reported",
"SpitsBalticMetals99_NORWEG-Copper-BiotaAquatic-1999-01-01-R-AstarteBorealis","SpitsBalticMetals99_NORWEG","Copper","Biota","Biota, Aquatic","Internal","1999-01-01","Astarte borealis","Molluscs","Astarte borealis","Total soft tissues","Adult","Not reported",
"SpitsBalticMetals99_BALTIC-Copper-BiotaAquatic-1999-01-01-R-MyaArenaria","SpitsBalticMetals99_BALTIC","Copper","Biota","Biota, Aquatic","Internal","1999-01-01","Mya arenaria","Molluscs","Mya arenaria","Total soft tissues","Adult","Not reported",
"SpitsBalticMetals99_BALTIC-Copper-BiotaAquatic-1999-01-01-R-AstarteBorealis","SpitsBalticMetals99_BALTIC","Copper","Biota","Biota, Aquatic","Internal","1999-01-01","Astarte borealis","Molluscs","Astarte borealis","Total soft tissues","Adult","Not reported",
