"SITE_CODE","SITE_NAME","SITE_GEOGRAPHIC_FEATURE","SITE_GEOGRAPHIC_FEATURE_SUB","SITE_COORDINATE_SYSTEM","LATITUDE","LONGITUDE","COUNTRY_ISO","OCEAN_IHO","ALTITUDE_VALUE","ALTITUDE_UNIT","ENTERED_BY","ENTERED_DATE","SITE_COMMENT"
"SeafoodProcessing2014_GREENLAND_W","West coast of Greenland, FAO 21 NAFO 1A and 1B","Coastal, fjord","Water column, pelagic zone","WGS 84",68,-52,"Denmark","North Atlantic Ocean",0,"m","Sam Wlech","2025-12-16","Prawns caught by net in different FAO/NAFO grid areas: LE23, LH25, LH24, LK25, LL25, LS14, LJ27, LT15, KG16, KR17 and KT17"
"SeafoodProcessing2014_ILULISSAT","Ilulissat, West Greenland","Coastal, fjord","Water column, pelagic zone","WGS 84",69.5,-51,"Denmark","North Atlantic Ocean",0,"m","Sam Wlech","2025-12-16","Greenland halibut caught by long line in FAO/NAFO grid areas LG28, LH28, LG30"
"SeafoodProcessing2014_RORVIK","Sinkaberg Hansen A/S Fish Farm, Rørvik, Norway","Coastal, fjord","Water column, pelagic zone","WGS 84",64.87,11,"Norway","North Atlantic Ocean",0,"m","Sam Wlech","2025-12-16","Atlantic salmon farmed near Rørvik by Sinkaberg Hansen A/S"
