"REFERENCE_ID","REFERENCE_TYPE","DATA_SOURCE","AUTHOR","TITLE","YEAR","ACCESS_DATE","PERIODICAL_JOURNAL","VOLUME","ISSUE","PUBLISHER","INSTITUTION","DOI","URL","ISBN_ISSN","EDITION","DOCUMENT_NUMBER","REF_COMMENT"
"2019SimonsenLabilityOfToxic","journal","Primary","Simonsen, Anne Mette T.; Pedersen, Kristine B.; Jensen, Pernille E.; Elberling, Bo; Bach, Lis","Lability of toxic elements in Submarine Tailings Disposal: The relationship between metal fractionation and metal uptake by sandworms (Alitta virens)",2019,"2025-11-10","Science of the Total Environment",696,,,,"10.1016/j.scitotenv.2019.133903",,,,,
