"PROTOCOL_ID","CAMPAIGN_NAME","PROTOCOL_CATEGORY","PROTOCOL_NAME","PROTOCOL_COMMENT"
"S01_BoxCoreSampling_NorwaySead","Study of benthic community status and mobilization of Ni, Cu and Co at abandoned sea deposits for mine tailings in SW Norway 2015","Sampling Protocol","Core sampling","Sediments sampled using KC-Denmark box corer modified with internal polycarbonate liners. Twelve cores with surface area 0.1 m2 and depth of 30–40 cm collected."
"E01_Centrifugation_NorwaySead","Study of benthic community status and mobilization of Ni, Cu and Co at abandoned sea deposits for mine tailings in SW Norway 2015","Extraction Protocol","Other","Pore water extracted by centrifugation at 4000 rpm for 10 min at 10°C within 30 min of sediment sampling."
"A01_InductivelyCoup_NorwaySead","Study of benthic community status and mobilization of Ni, Cu and Co at abandoned sea deposits for mine tailings in SW Norway 2015","Analytical Protocol","Inductively coupled plasma mass spectrometry","Metals determined by inductively coupled plasma mass spectrometry (ICP-MS). Pore water acidified, diluted 10× and stored at 4°C until analysis."
"F01_AcidExtractable_NorwaySead","Study of benthic community status and mobilization of Ni, Cu and Co at abandoned sea deposits for mine tailings in SW Norway 2015","Fractionation Protocol","Acid extractable fraction","Sediments/porewater acidified."
