"REFERENCE_ID","REFERENCE_TYPE","DATA_SOURCE","AUTHOR","TITLE","YEAR","ACCESS_DATE","PERIODICAL_JOURNAL","VOLUME","ISSUE","PUBLISHER","INSTITUTION","DOI","URL","ISBN_ISSN","EDITION","DOCUMENT_NUMBER","REF_COMMENT"
"2024HoffBiogeochemicalImpactOf","journal","Primary","Hoff, Marie; Argentino, Claudio; Huljek, Laura; Fiket, Zeljka; Mun, Yulia; Barrenechea Angeles, Ines; Strmic Palinkas, Sabina; Panieri, Giuliana","Biogeochemical impact of historical submarine mine tailings on benthic ecosystems in the Repparfjord (Northern Norway)",2024,"2025-12-13","Science of the Total Environment",924,,"Elsevier B.V.",,"10.1016/j.scitotenv.2024.171468",,,,,
