"REFERENCE_ID","SILVER_RELIABILITY","SILVER_RELEVANCE","GOLD_RELIABILITY","GOLD_RELEVANCE"
"2024IglikowskaTraceMetalsIn","Not usable","Relevant with restrictions","Not usable","Relevant with restrictions"
