"REFERENCE_ID","REFERENCE_TYPE","DATA_SOURCE","AUTHOR","TITLE","YEAR","ACCESS_DATE","PERIODICAL_JOURNAL","VOLUME","ISSUE","PUBLISHER","INSTITUTION","DOI","URL","ISBN_ISSN","EDITION","DOCUMENT_NUMBER","REF_COMMENT"
"2018AnderssonGeochemistryOfA","journal","Primary","Andersson, M.; Finne, T.E.; Jensen, L.K.; Eggen, O.A.","Geochemistry of a copper mine tailings deposit in Repparfjorden, northern Norway",2018,"2025-11-03","Science of the Total Environment",644,,,,"10.1016/j.scitotenv.2018.06.385",,,,,
