"PARAMETER_TYPE","PARAMETER_TYPE_SUB","MEASURED_TYPE","PARAMETER_NAME","PARAMETER_NAME_SUB","INCHIKEY_SD","PUBCHEM_CID","CAS_RN","ENTERED_BY","PARAMETER_COMMENT"
"Stressor","Not reported","Concentration","Copper",,,,"7440-50-8","SAW","Determined using Microwave Induced Plasma – Optical Emission Spectrometry (MIP-OES) with wavelengths 327.395 nm and 324.754 nm. LOD = 0.43 mg kg-1, LOQ = 1.41 mg kg-1"
