"SITE_CODE","SITE_NAME","SITE_GEOGRAPHIC_FEATURE","SITE_GEOGRAPHIC_FEATURE_SUB","SITE_COORDINATE_SYSTEM","LATITUDE","LONGITUDE","COUNTRY_ISO","OCEAN_IHO","ALTITUDE_VALUE","ALTITUDE_UNIT","ENTERED_BY","ENTERED_DATE","SITE_COMMENT"
"IPY-COPOL_KONGS","Kongsfjorden, Spitsbergen","Bare land and lichen/moss","Other","WGS 84",79.82,13.71,"Svalbard and Jan Mayen","Not relevant",0,"m","Sam Welch","2025-11-30","""Field samples were collected in Kongsfjorden, Spitsbergen (79°57′N, 12°12′E) in May, July and October 2007."" This has been interpreted to mean that animals were brought down over dry land; hence site is reported as Bare land."
